desig,name,number,survey,a,e,i,node,argper,period,ra,dec,vmag,absmag,absmagsig,slopepar,heldist,obsdist,alpha,elong,glxlon,glxlat,ra3sig,dec3sig,midtime,midtimejd,aorkey,framet,totalt,elapsed,notes,ch1,ch1err,ch1snr,ch2,ch2err,ch2snr,diam,d1sigl,d1sigu,d3sigl,d3sigu,pv,pv1sigl,pv1sigu,pv3sigl,pv3sigu,eta,eta1sigl,eta1sigu,eta3sigl,eta3sigu,reflsol
2011 AR26,,,NEOLegacy,1.3549,0.40454,24.32,308.4545,48.2956,1.57708,161.42054,28.147920000000003,21.15,20.5,0.3,0.15,1.34,0.524,41.4,118.5,203.455264,62.20902099999999,1.24,4.27,2017-04-05T23:27:09.589,2457849.4771943167,62011136,100.0,8000.0,8616.3,,,,,39.2,5.8,6.8,0.20800000000000002,-0.051,0.105,-0.094,0.47,0.254,-0.145,0.20800000000000002,-0.23399999999999999,0.639,1.26,-0.31,0.54,-0.55,1.82,0.01
2011 WN15,,,NEOLegacy,1.2165,0.85783,33.45,75.5817,218.5321,1.34175,2.4556,3.28689,19.98,19.89,0.22,0.15,1.047,0.33,74.0,87.6,103.058398,-57.970068000000005,0.16,0.15,2017-04-10T03:28:15.541,2457853.644624317,61971968,100.0,2400.0,2549.9,,,,,286.9,15.8,18.2,0.34299999999999997,-0.066,0.138,-0.12300000000000001,0.45899999999999996,0.16399999999999998,-0.08199999999999999,0.1,-0.138,0.322,1.57,-0.29,0.54,-0.54,1.54,0.0
2013 WY67,,479345,NEOLegacy,1.3428,0.37285,19.82,64.0044,151.9432,1.55603,201.0637,22.264470000000003,20.97,19.51,0.22,0.15,1.153,0.693,60.3,83.1,1.5586200000000001,81.103965,0.6,0.62,2017-04-05T20:51:47.885,2457849.3693042244,61864192,100.0,8000.0,8715.5,,,,,74.1,8.0,9.3,0.35700000000000004,-0.076,0.157,-0.14300000000000002,0.6,0.217,-0.114,0.145,-0.192,0.43,1.44,-0.3,0.54,-0.54,1.66,0.0
2014 XK3,,,NEOLegacy,1.7475,0.41511000000000003,31.93,85.4915,279.2961,2.3100400000000003,32.2286,-13.05533,19.86,19.7,0.22,0.15,1.239,0.431,48.8,112.5,178.927643,-67.059005,23.14,19.03,2017-04-03T22:34:27.855,2457847.440600173,61786880,100.0,2400.0,2442.8,,,,,230.0,14.0,16.4,0.37,-0.085,0.182,-0.153,0.75,0.168,-0.09300000000000001,0.124,-0.152,0.381,1.32,-0.29,0.53,-0.54,1.79,0.0
1994 AW1,,385186,NEOLegacy,1.1053,0.0758,24.1,290.3733,37.0115,1.16198,169.50008,-24.374270000000003,17.9,17.97,0.22,0.15,1.1840000000000002,0.377,53.3,109.2,277.179627,33.784248,0.14,0.08,2017-04-27T02:37:56.551,2457870.609682304,61917184,12.0,120.0,1107.6,,,,,2373.3,45.1,52.6,1.002,-0.235,0.49,-0.41100000000000003,1.815,0.113,-0.063,0.087,-0.10099999999999999,0.28,1.38,-0.31,0.55,-0.55,1.7,0.0
1996 XX14,,,NEOLegacy,2.5477,0.6503399999999999,10.57,195.556,185.0376,4.06659,47.406459999999996,-12.01033,19.96,19.7,0.22,0.15,1.23,0.479,51.6,106.4,194.756311,-54.279525,8.25,0.61,2017-04-26T14:02:24.662,2457870.085007662,61839872,100.0,2400.0,2329.2,,,,,91.2,8.8,10.4,0.28300000000000003,-0.06,0.128,-0.111,0.514,0.292,-0.157,0.18899999999999997,-0.26,0.574,1.36,-0.3,0.55,-0.56,1.7,0.01
2004 BB103,,311044,NEOLegacy,1.9074,0.6219,55.86,271.1136,71.4968,2.63429,16.05115,41.75776,17.67,17.4,0.22,0.15,1.228,0.446,50.7,109.2,125.483102,-21.04734,1.0,0.43,2017-04-14T06:21:34.420,2457857.764981713,61917952,12.0,120.0,1181.7,,,,,675.1,24.3,27.8,0.7240000000000001,-0.14800000000000002,0.304,-0.272,1.265,0.37,-0.192,0.22399999999999998,-0.325,0.591,1.35,-0.3,0.53,-0.54,1.73,0.01
2004 MB6,,,NEOLegacy,2.5682,0.70729,11.13,134.1581,229.7949,4.1158,42.842909999999996,-16.18937,19.52,19.7,0.22,0.15,1.1740000000000002,0.348,53.6,110.3,197.65321699999998,-60.16125,24.35,4.97,2017-04-14T17:37:10.221,2457858.2341460763,61938176,100.0,1200.0,1109.5,,,,,285.6,15.7,18.2,0.327,-0.071,0.146,-0.127,0.57,0.218,-0.11599999999999999,0.14800000000000002,-0.193,0.435,1.38,-0.3,0.54,-0.54,1.72,0.0
2004 RZ164,,,NEOLegacy,2.5531,0.6134,13.87,74.9422,345.3733,4.07948,175.06027,43.31962,17.97,19.32,0.22,0.15,1.129,0.226,52.6,117.2,159.975255,68.33631899999999,1.24,3.25,2017-04-14T02:48:17.361,2457857.616867604,61805312,12.0,120.0,1114.8,,,,,1324.8,34.4,38.5,0.40299999999999997,-0.08800000000000001,0.182,-0.154,0.701,0.20199999999999999,-0.107,0.136,-0.179,0.419,1.36,-0.3,0.54,-0.53,1.74,0.0
2005 CZ6,,474674,NEOLegacy,2.5546,0.49138000000000004,26.58,327.3969,104.0671,4.0829699999999995,175.27563,13.367,21.18,19.41,0.22,0.15,1.58,0.852,34.8,116.3,249.396816,68.565935,0.71,1.78,2017-04-21T09:27:34.253,2457864.894146446,61967616,100.0,8000.0,8505.8,,,,,27.9,4.9,5.7,0.38299999999999995,-0.106,0.22699999999999998,-0.188,1.129,0.205,-0.125,0.19699999999999998,-0.192,0.625,1.2,-0.31,0.54,-0.56,1.86,0.01
2005 VO5,,,NEOLegacy,2.0089,0.5612699999999999,14.24,101.0058,242.0154,2.84732,15.0232,-9.99799,21.68,20.09,0.22,0.15,1.256,0.7709999999999999,53.3,88.9,130.136526,-72.750036,9.38,3.66,2017-04-15T03:36:18.410,2457858.6502130786,62037504,100.0,8000.0,8710.4,,,,,83.0,8.5,9.8,0.439,-0.111,0.222,-0.196,0.89,0.084,-0.048,0.069,-0.076,0.22699999999999998,1.38,-0.31,0.55,-0.55,1.73,0.0
2005 WR2,,,NEOLegacy,1.5317,0.5462899999999999,7.85,282.3395,49.6123,1.89562,13.211,13.311179999999998,20.46,19.61,0.22,0.15,1.205,0.5539999999999999,56.1,96.7,123.45978799999999,-49.558326,7.04,2.86,2017-04-14T21:49:33.243,2457858.409412535,61809664,100.0,6000.0,6405.9,,,,,357.9,17.5,20.5,0.612,-0.147,0.309,-0.262,1.151,0.067,-0.038,0.053,-0.06,0.179,1.4,-0.3,0.55,-0.55,1.68,0.0
2006 BA9,,,NEOLegacy,0.9123,0.36619,8.32,305.8701,25.6265,0.87145,30.546020000000002,39.69202,20.25,23.1,0.3,0.15,1.051,0.11,63.1,111.3,137.45171100000002,-21.173676999999998,53.54,46.68,2017-04-23T19:03:25.190,2457867.2940415507,61874688,100.0,6000.0,6527.0,,,,,338.3,16.9,20.0,0.098,-0.021,0.043,-0.038,0.153,0.10300000000000001,-0.054000000000000006,0.078,-0.092,0.281,1.47,-0.3,0.54,-0.54,1.63,0.0
2008 AZ30,,,NEOLegacy,1.3327,0.65393,2.34,326.6737,25.8305,1.5385799999999998,170.07363,7.279780000000001,21.49,22.2,0.3,0.15,1.146,0.28800000000000003,54.7,111.7,251.31324300000003,60.657028000000004,1.26,1.43,2017-04-14T00:40:56.037,2457857.5284263543,61957376,100.0,8000.0,8720.6,,,,,30.3,5.1,5.9,0.087,-0.018000000000000002,0.038,-0.035,0.155,0.304,-0.158,0.20199999999999999,-0.272,0.685,1.38,-0.29,0.52,-0.54,1.71,0.01
2008 TA1,,397847,NEOLegacy,1.3965,0.44848999999999994,14.83,22.0559,145.6401,1.6503,2.04433,13.58813,21.12,19.13,0.22,0.15,1.298,0.948,50.4,83.1,107.12808700000001,-47.950927,0.14,0.23,2017-04-18T20:06:16.961,2457862.3376963083,61991936,100.0,8000.0,8714.7,,,,,23.3,4.5,5.2,0.325,-0.068,0.145,-0.135,0.631,0.374,-0.19899999999999998,0.237,-0.33799999999999997,0.72,1.34,-0.3,0.54,-0.55,1.75,0.01
2009 TG8,,471034,NEOLegacy,1.8121,0.32871,17.46,219.3759,245.2372,2.43935,92.80645,-41.10123,19.44,19.51,0.22,0.15,1.218,0.39299999999999996,49.1,113.8,248.22209700000002,-24.629851000000002,1.68,0.61,2017-04-27T03:09:23.513,2457870.6315221414,61877504,100.0,1200.0,998.8,,,,,311.7,16.5,18.9,0.385,-0.08900000000000001,0.183,-0.156,0.754,0.188,-0.10300000000000001,0.138,-0.17,0.418,1.33,-0.3,0.53,-0.55,1.78,0.0
2009 WL1,,,NEOLegacy,1.7862,0.33515,29.01,65.0204,322.9552,2.38728,178.75281999999999,56.18668,20.85,18.84,0.22,0.15,1.6580000000000001,0.91,31.8,119.7,138.305004,59.230830000000005,0.38,0.42,2017-04-21T05:07:39.818,2457864.713655301,61922048,100.0,8000.0,8510.7,,,,,19.1,4.1,4.7,0.385,-0.098,0.22,-0.179,1.186,0.35,-0.212,0.287,-0.33,0.885,1.16,-0.3,0.53,-0.54,1.9,0.03
2010 CL1,,471108,NEOLegacy,1.7972,0.35365,19.99,149.5887,267.9331,2.40931,167.73073,-9.43015,20.96,19.8,0.22,0.15,1.433,0.6920000000000001,40.0,113.7,265.793427,46.068869,0.94,0.46,2017-04-21T12:09:20.753,2457865.006490197,61837312,100.0,8000.0,8166.3,,,,,15.8,3.7,4.3,0.21600000000000003,-0.047,0.10300000000000001,-0.092,0.502,0.456,-0.253,0.303,-0.42100000000000004,0.893,1.24,-0.3,0.53,-0.55,1.82,0.03
2010 XD11,,,NEOLegacy,2.2127,0.8521299999999999,16.19,117.7668,196.4234,3.29146,26.974290000000003,-12.079310000000001,19.4,18.45,0.22,0.15,1.181,0.585,58.3,92.0,167.025707,-69.956869,7.95,3.21,2017-04-22T10:37:51.926,2457865.9429621063,61964288,100.0,1200.0,1221.1,,,,,212.5,13.6,15.6,0.528,-0.106,0.23399999999999999,-0.192,0.8959999999999999,0.26,-0.13699999999999998,0.16,-0.22699999999999998,0.47200000000000003,1.41,-0.29,0.55,-0.53,1.69,0.01
2011 ME5,,,NEOLegacy,1.9014,0.42053999999999997,37.27,105.5509,261.3944,2.6218,53.89529,-7.5715699999999995,21.12,19.8,0.22,0.15,1.442,0.708,39.8,113.4,193.968504,-46.512624,4.3,3.28,2017-04-27T11:32:23.338,2457870.9808256715,61955584,100.0,8000.0,8282.2,,,,,16.3,3.8,4.3,0.22399999999999998,-0.05,0.11,-0.099,0.5579999999999999,0.42200000000000004,-0.235,0.298,-0.389,0.873,1.24,-0.3,0.54,-0.53,1.85,0.03
2011 WC,,,NEOLegacy,1.2033,0.0986,9.4,226.1092,245.1217,1.31999,44.89247,-25.23009,21.9,23.1,0.3,0.15,1.09,0.21899999999999997,62.4,106.5,216.477959,-61.264462,13.72,6.32,2017-04-14T19:23:57.952,2457858.3083096296,61814784,100.0,8000.0,8492.7,,,,,21.1,4.3,4.9,0.055999999999999994,-0.011000000000000001,0.022000000000000002,-0.024,0.09300000000000001,0.317,-0.157,0.203,-0.27899999999999997,0.653,1.46,-0.3,0.52,-0.55,1.64,0.01
2011 XA3,,,NEOLegacy,1.4666,0.9260299999999999,28.01,273.4782,323.8873,1.7761,10.62398,14.000010000000001,20.26,20.7,0.3,0.15,1.054,0.276,72.6,92.2,119.636772,-48.813748,23.65,15.69,2017-04-17T10:45:38.794,2457860.948365671,61855488,100.0,6000.0,6517.3,,,,,81.9,8.4,9.8,0.163,-0.028999999999999998,0.055999999999999994,-0.057,0.207,0.34700000000000003,-0.163,0.196,-0.295,0.5589999999999999,1.56,-0.3,0.51,-0.54,1.55,0.01
2013 CQ35,,,NEOLegacy,1.2786,0.31563,9.05,341.0457,38.5824,1.44574,176.27893,25.23496,19.63,20.09,0.22,0.15,1.178,0.33799999999999997,52.3,112.2,216.46548900000002,75.012603,0.98,2.49,2017-04-14T02:20:51.363,2457857.597816701,61986048,100.0,1200.0,1223.1,,,,,136.1,10.9,12.5,0.225,-0.046,0.096,-0.083,0.38,0.322,-0.16699999999999998,0.19899999999999998,-0.282,0.56,1.37,-0.3,0.53,-0.53,1.72,0.01
2013 UG9,,,NEOLegacy,2.1703,0.48636,5.72,309.2356,35.5133,3.19729,46.03395,24.321279999999998,21.13,18.84,0.22,0.15,1.75,1.045,30.7,117.2,157.84963100000002,-29.405154,14.64,4.15,2017-04-27T14:22:30.611,2457871.098965405,62014976,100.0,8000.0,8506.3,,,,,18.1,4.0,4.5,0.46799999999999997,-0.133,0.308,-0.239,1.653,0.233,-0.149,0.23199999999999998,-0.223,0.76,1.15,-0.3,0.54,-0.53,1.91,0.02
2014 AA17,,,NEOLegacy,2.1809,0.63899,47.43,289.3737,268.1437,3.2208,167.66923,-42.69153,20.32,20.5,0.3,0.15,1.084,0.326,67.7,94.9,283.897981,16.42885,76.1,70.15,2017-04-21T14:35:02.466,2457865.107667431,61973248,100.0,6000.0,6406.3,,,,,67.1,7.6,8.8,0.17,-0.03,0.061,-0.059000000000000004,0.23,0.385,-0.185,0.21100000000000002,-0.33,0.633,1.51,-0.29,0.53,-0.53,1.6,0.01
2014 JU54,,,NEOLegacy,1.4373,0.26754,26.77,88.3511,10.5622,1.7231599999999998,201.9776,57.29813000000001,18.2,20.18,0.22,0.15,1.054,0.151,67.9,104.1,113.32202,59.149545999999994,44.84,76.12,2017-04-14T04:43:58.290,2457857.69720243,61824512,12.0,120.0,1083.0,,,,,72.3,8.0,9.0,0.109,-0.013000000000000001,0.022000000000000002,-0.028999999999999998,0.083,1.27,-0.39899999999999997,0.327,-0.917,0.828,1.52,-0.29,0.53,-0.54,1.59,0.17
2015 JD1,,,NEOLegacy,1.2168,0.22218000000000002,19.14,221.1941,127.8858,1.34222,38.31276,-21.07695,21.75,21.0,0.3,0.15,1.198,0.528,56.3,97.8,203.855504,-66.037842,9.92,3.97,2017-04-22T13:16:32.032,2457866.0531485183,61927168,100.0,8000.0,7721.5,,,,,10.7,3.1,3.4,0.11800000000000001,-0.023,0.046,-0.053,0.2,0.507,-0.247,0.307,-0.451,1.048,1.4,-0.29,0.52,-0.54,1.66,0.02
2015 MW53,,,NEOLegacy,1.2024,0.19692,36.45,85.5343,314.7906,1.31844,7.74454,19.9822,21.72,21.9,0.3,0.15,1.034,0.299,76.2,87.0,116.391828,-42.628409000000005,1.71,17.52,2017-04-22T20:48:34.751,2457866.367068877,61805824,100.0,8000.0,8603.1,,,,,38.6,5.8,6.7,0.11900000000000001,-0.023,0.044000000000000004,-0.046,0.154,0.213,-0.102,0.134,-0.182,0.461,1.6,-0.3,0.51,-0.54,1.51,0.0
2015 UM67,,,NEOLegacy,1.5582,0.68706,6.0,150.1041,132.187,1.94502,178.57613,-0.8788799999999999,21.4,19.22,0.22,0.15,1.661,0.993,34.0,112.5,274.496561,58.801892,2.25,0.86,2017-04-26T00:35:13.784,2457869.5244650925,61846016,100.0,8000.0,8283.5,,,,,12.2,3.3,3.7,0.34299999999999997,-0.09,0.215,-0.174,1.084,0.313,-0.196,0.27,-0.298,0.9840000000000001,1.18,-0.29,0.56,-0.54,1.9,0.03
1992 AA,Ishtar,7088,NEOLegacy,1.981,0.39035,8.3,102.6799,354.716,2.78822,205.98563000000001,-0.50297,19.24,17.11,0.22,0.15,1.416,0.9790000000000001,45.2,91.0,329.61265099999997,59.620112,0.12,0.08,2017-04-29T19:50:41.182,2457873.3268655324,61784576,100.0,1200.0,1221.5,,,,,134.9,10.8,12.5,0.909,-0.20800000000000002,0.456,-0.369,1.886,0.304,-0.171,0.222,-0.276,0.617,1.3,-0.3,0.54,-0.55,1.76,0.01
2000 BH19,,,NEOLegacy,2.0266,0.45481000000000005,1.31,349.3821,134.7498,2.88495,43.85178,20.45346,19.04,19.7,0.22,0.15,1.124,0.275,57.9,108.7,158.398605,-33.742969,11.38,4.69,2017-05-03T07:05:31.473,2457876.7955031595,61846784,30.0,480.0,1201.5,,,,,186.4,12.7,14.7,0.22399999999999998,-0.040999999999999995,0.083,-0.076,0.321,0.46799999999999997,-0.226,0.23800000000000002,-0.39799999999999996,0.6659999999999999,1.42,-0.3,0.55,-0.56,1.67,0.01
2002 AD2,,,NEOLegacy,1.4231,0.24666,32.39,116.4682,343.1287,1.69765,209.02286,43.49284,19.95,20.5,0.3,0.15,1.115,0.254,58.1,109.6,88.510927,69.065062,6.05,8.06,2017-05-10T15:37:36.459,2457884.1511164242,62022144,100.0,2400.0,2440.0,,,,,100.4,9.3,10.8,0.151,-0.027000000000000003,0.053,-0.053,0.215,0.494,-0.235,0.263,-0.426,0.7,1.42,-0.3,0.52,-0.53,1.67,0.01
2003 YK118,,90416,NEOLegacy,1.695,0.49213999999999997,7.84,326.9038,233.0575,2.20685,209.79845,-10.02015,19.46,19.03,0.22,0.15,1.043,0.42,73.1,83.3,329.079408,49.380869,0.04,0.03,2017-04-29T02:04:50.362,2457872.5866940045,61797376,100.0,1200.0,1109.5,,,,,2084.2,41.7,50.0,1.094,-0.23,0.45299999999999996,-0.41100000000000003,1.569,0.036000000000000004,-0.018000000000000002,0.024,-0.031,0.081,1.57,-0.29,0.51,-0.54,1.55,0.0
2005 AY28,,348306,NEOLegacy,0.8725,0.57011,5.88,117.5258,155.9121,0.81494,216.52066000000002,-4.7266900000000005,20.51,21.8,0.3,0.15,1.0190000000000001,0.18,80.1,89.8,342.17839,50.788491,0.0,0.0,2017-05-10T06:41:39.223,2457883.7789261923,62019840,100.0,8000.0,8603.4,,,,,48.6,6.5,7.5,0.091,-0.015,0.027999999999999997,-0.031,0.10300000000000001,0.41,-0.184,0.204,-0.33799999999999997,0.652,1.63,-0.29,0.51,-0.53,1.48,0.01
2005 SN25,,217430,NEOLegacy,1.23,0.27063000000000004,13.01,168.3265,45.1202,1.3642,213.56837000000002,-29.235709999999997,20.14,19.99,0.22,0.15,1.036,0.37200000000000005,74.7,84.4,323.861192,30.248944,0.51,0.26,2017-05-10T04:25:36.717,2457883.6844527437,62029568,100.0,6000.0,6302.3,,,,,124.9,10.4,12.0,0.262,-0.048,0.092,-0.091,0.336,0.257,-0.11900000000000001,0.14300000000000002,-0.215,0.408,1.58,-0.3,0.5,-0.53,1.53,0.0
2007 DA41,,224926,NEOLegacy,1.4612,0.43981000000000003,30.22,225.9301,20.2287,1.7663099999999998,55.5614,-7.172689999999999,20.99,17.92,0.22,0.15,2.039,1.4069999999999998,26.7,114.4,194.726808,-44.897329,0.13,0.16,2017-04-28T06:58:15.167,2457871.7904533218,62040576,100.0,8000.0,,,,,,2.6,1.5,1.7,0.414,-0.091,0.225,-0.172,1.445,0.708,-0.415,0.46299999999999997,-0.675,1.101,1.12,-0.3,0.55,-0.51,1.98,0.41
2008 DV,,418233,NEOLegacy,1.7304,0.45158000000000004,31.31,308.9956,258.5143,2.27622,181.83706999999998,-12.31778,18.78,18.74,0.22,0.15,1.209,0.42700000000000005,52.1,108.3,286.34877,49.129462,0.43,0.54,2017-04-29T21:44:48.323,2457873.4061148497,61828352,30.0,480.0,1244.3,,,,,1080.8,30.3,35.7,0.7759999999999999,-0.187,0.4,-0.326,1.505,0.09300000000000001,-0.053,0.07400000000000001,-0.084,0.23,1.36,-0.3,0.55,-0.54,1.7,0.0
2009 AH16,,,NEOLegacy,1.9677,0.7589899999999999,21.97,54.5094,329.4843,2.7602599999999997,220.2221,35.10859,18.89,17.97,0.22,0.15,1.183,0.585,58.1,92.3,58.575455000000005,65.350153,4.58,3.01,2017-04-29T19:21:12.204,2457873.30639125,61904896,30.0,480.0,1198.4,,,,,1319.9,34.3,38.5,1.2329999999999999,-0.284,0.58,-0.507,2.145,0.07400000000000001,-0.040999999999999995,0.055,-0.066,0.19699999999999998,1.42,-0.29,0.52,-0.54,1.66,0.0
2011 HL7,,,NEOLegacy,1.6409,0.28903,10.44,208.6562,359.1294,2.10188,171.02417,-24.15129,21.54,20.8,0.3,0.15,1.3430000000000002,0.524,40.6,119.5,278.59878100000003,34.561192999999996,4.87,0.97,2017-05-10T01:12:28.847,2457883.550333877,61946624,100.0,8000.0,8292.7,,,,,11.3,3.1,3.6,0.124,-0.026000000000000002,0.054000000000000006,-0.054000000000000006,0.265,0.563,-0.304,0.353,-0.52,1.112,1.25,-0.3,0.54,-0.55,1.84,0.03
2012 BF86,,,NEOLegacy,0.7562,0.43587,6.02,117.5908,196.391,0.65764,177.14936,0.80891,20.07,22.9,0.3,0.15,1.064,0.115,56.3,118.3,270.520197,59.665904000000005,2.34,0.79,2017-04-29T22:57:11.654,2457873.456384884,61876480,100.0,6000.0,6534.3,,,,,246.2,14.5,17.0,0.08199999999999999,-0.017,0.034,-0.032,0.13699999999999998,0.182,-0.095,0.126,-0.162,0.42100000000000004,1.4,-0.3,0.52,-0.55,1.71,0.0
2012 VJ6,,,NEOLegacy,2.6259,0.6762199999999999,7.28,4.8291,157.4533,4.25519,23.35631,22.56179,20.55,19.13,0.22,0.15,1.258,0.728,53.0,91.7,135.48518,-39.283302,0.65,2.82,2017-05-02T23:05:55.999,2457876.4624536918,61793536,100.0,8000.0,8708.2,,,,,493.1,20.7,23.8,0.981,-0.247,0.508,-0.426,2.008,0.040999999999999995,-0.024,0.034,-0.037000000000000005,0.11699999999999999,1.37,-0.3,0.53,-0.54,1.72,0.0
2013 AE69,,,NEOLegacy,1.6764,0.32300999999999996,8.87,5.6033,104.3837,2.1705900000000002,34.88697,43.61616,21.48,21.6,0.3,0.15,1.135,0.35600000000000004,59.8,102.4,139.375336,-16.421592999999998,8.97,15.0,2017-05-08T14:52:21.345,2457882.119691493,61818112,100.0,8000.0,8270.7,,,,,21.7,4.3,5.0,0.10099999999999999,-0.02,0.039,-0.040999999999999995,0.16,0.39,-0.193,0.24600000000000002,-0.342,0.753,1.44,-0.3,0.52,-0.55,1.65,0.01
2013 YZ13,,,NEOLegacy,1.3906,0.2617,31.22,288.4257,235.5162,1.6398099999999998,93.25801,-46.2609,18.31,19.8,0.22,0.15,1.074,0.183,63.1,107.6,253.832995,-25.595463,1.04,1.43,2017-05-09T23:22:11.929,2457883.4737491785,61969152,12.0,120.0,1182.1,,,,,1113.1,31.2,35.7,0.322,-0.064,0.134,-0.11599999999999999,0.49,0.20199999999999999,-0.10300000000000001,0.122,-0.175,0.36700000000000005,1.46,-0.29,0.53,-0.53,1.64,0.0
2015 BA93,,,NEOLegacy,1.7216,0.33146,22.3,128.1909,346.0354,2.25887,190.87941,3.22234,21.28,21.5,0.3,0.15,1.17,0.355,54.4,108.9,298.06664700000005,66.017831,9.91,1.08,2017-05-02T09:06:00.834,2457875.87917632,61813760,100.0,8000.0,8493.9,,,,,52.5,6.7,7.8,0.14300000000000002,-0.031,0.063,-0.061,0.258,0.21600000000000003,-0.11599999999999999,0.157,-0.195,0.507,1.38,-0.29,0.53,-0.53,1.72,0.0
2016 LM48,,,NEOLegacy,1.3075,0.07272999999999999,24.88,101.9698,319.0613,1.49506,203.14176,35.6191,21.39,20.8,0.3,0.15,1.286,0.518,46.8,111.1,79.54468,77.803557,50.47,47.56,2017-05-07T21:35:48.917,2457881.3998717247,61827072,100.0,8000.0,8722.1,,,,,238.9,14.3,16.7,0.45799999999999996,-0.11800000000000001,0.24100000000000002,-0.213,1.058,0.04,-0.024,0.036000000000000004,-0.037000000000000005,0.14300000000000002,1.3,-0.29,0.51,-0.55,1.8,0.0
1932 EA1,Amor,1221,NEOLegacy,1.9192,0.43562,11.88,171.3449,26.658,2.6587400000000003,217.75095,-19.43175,19.05,17.68,0.22,0.15,1.1540000000000001,0.598,60.4,88.4,332.98071699999997,37.563066,0.24,0.09,2017-05-14T19:53:50.422,2457888.3290558103,61791744,30.0,480.0,1194.8,,,,,320.1,16.6,19.3,0.677,-0.134,0.276,-0.24100000000000002,1.0190000000000001,0.326,-0.165,0.18899999999999997,-0.28,0.53,1.45,-0.31,0.54,-0.55,1.66,0.01
1993 MO,Ondaatje,6569,NEOLegacy,1.6261,0.22083000000000003,22.64,111.4936,167.2852,2.0735900000000003,74.76129,17.263379999999998,19.74,16.82,0.22,0.15,1.984,1.3359999999999999,27.2,115.3,183.81666,-15.363166,0.11,0.12,2017-05-24T23:09:49.565,2457898.4651570017,61844736,100.0,6000.0,6529.4,,,,,41.2,6.0,6.9,1.216,-0.363,0.902,-0.609,4.777,0.222,-0.15,0.23800000000000002,-0.214,0.691,1.12,-0.3,0.55,-0.52,1.94,0.04
2000 BM19,,162385,NEOLegacy,0.7406,0.35863,6.89,70.344,247.5879,0.6372899999999999,239.57981,35.50905,16.99,18.74,0.22,0.15,1.004,0.129,86.1,86.5,56.813390000000005,49.600309,0.39,0.87,2017-05-13T16:35:56.000,2457887.1916203704,61804800,12.0,120.0,1156.4,,,,,2585.5,46.5,55.6,0.496,-0.08800000000000001,0.166,-0.161,0.5379999999999999,0.22899999999999998,-0.10400000000000001,0.12,-0.184,0.34,1.7,-0.3,0.51,-0.54,1.41,0.0
2000 DH8,,231792,NEOLegacy,1.8383,0.30532,37.59,159.1894,25.3667,2.4925,82.94059,-33.08654,20.73,18.74,0.22,0.15,1.558,0.8959999999999999,37.2,110.1,237.23811099999998,-30.193645,0.39,0.28,2017-05-15T17:22:20.814,2457889.2238520137,61965312,100.0,8000.0,8717.4,,,,,106.4,9.6,11.1,0.7559999999999999,-0.21600000000000003,0.479,-0.371,2.205,0.098,-0.062,0.1,-0.092,0.331,1.21,-0.3,0.54,-0.54,1.85,0.0
2000 YJ29,,,NEOLegacy,1.9588,0.8322700000000001,43.68,266.15,327.7851,2.7414,53.00903,8.69747,20.7,18.16,0.22,0.15,1.534,1.1320000000000001,40.8,91.7,176.001051,-37.121363,0.3,0.4,2017-05-26T03:00:20.316,2457899.625235139,61796608,100.0,8000.0,8709.4,,,,,49.7,6.6,7.5,0.6940000000000001,-0.182,0.40399999999999997,-0.321,1.933,0.2,-0.122,0.172,-0.187,0.539,1.25,-0.3,0.55,-0.54,1.85,0.01
2002 AM31,,153958,NEOLegacy,1.7031,0.45165,4.64,144.3992,197.9348,2.22253,33.923359999999995,7.92075,21.07,18.55,0.22,0.15,1.4269999999999998,1.145,44.3,83.0,156.126873,-49.443992,0.08,0.04,2017-05-16T06:19:45.650,2457889.763722801,61883136,100.0,8000.0,8496.9,,,,,32.6,5.3,6.2,0.513,-0.126,0.257,-0.23,1.208,0.254,-0.145,0.204,-0.233,0.605,1.29,-0.31,0.53,-0.56,1.8,0.01
2002 JN97,,154229,NEOLegacy,1.851,0.7187399999999999,10.08,67.7044,341.4752,2.51828,231.18717999999998,13.352739999999999,16.99,17.01,0.22,0.15,1.068,0.361,70.0,90.2,19.639373000000003,51.68388,0.45,0.38,2017-05-19T21:09:01.270,2457893.381264699,62034688,12.0,120.0,1155.6,,,,,5318.0,69.1,77.0,1.5419999999999998,-0.32299999999999995,0.635,-0.58,2.1919999999999997,0.115,-0.057999999999999996,0.077,-0.098,0.22699999999999998,1.54,-0.3,0.53,-0.55,1.57,0.0
2004 DG2,,204232,NEOLegacy,1.2475,0.56335,17.34,329.2751,343.3604,1.3934,32.08882,33.58155,21.12,18.65,0.22,0.15,1.411,1.122,44.9,83.0,140.801301,-26.605991999999997,0.41,0.26,2017-05-23T21:28:54.347,2457897.395073461,61821696,100.0,8000.0,8385.5,,,,,34.2,5.4,6.3,0.499,-0.121,0.266,-0.22,1.188,0.24600000000000002,-0.145,0.192,-0.22699999999999998,0.5870000000000001,1.29,-0.29,0.55,-0.55,1.81,0.01
